0_x,0_y,0_z,0_vis,1_x,1_y,1_z,1_vis,2_x,2_y,2_z,2_vis,3_x,3_y,3_z,3_vis,4_x,4_y,4_z,4_vis,5_x,5_y,5_z,5_vis,6_x,6_y,6_z,6_vis,7_x,7_y,7_z,7_vis,8_x,8_y,8_z,8_vis,9_x,9_y,9_z,9_vis,10_x,10_y,10_z,10_vis,11_x,11_y,11_z,11_vis,12_x,12_y,12_z,12_vis,13_x,13_y,13_z,13_vis,14_x,14_y,14_z,14_vis,15_x,15_y,15_z,15_vis,16_x,16_y,16_z,16_vis,17_x,17_y,17_z,17_vis,18_x,18_y,18_z,18_vis,19_x,19_y,19_z,19_vis,20_x,20_y,20_z,20_vis
-0.6315393447875977,-0.3623410761356354,1.0419418811798096,1.0,-0.6555661559104919,-0.3357158303260803,0.963754415512085,1.0,-0.6778956651687622,-0.3341836929321289,0.9635794758796692,0.9998701810836792,-0.7007940411567688,-0.3325892686843872,0.9638512134552002,1.0,-0.5949673056602478,-0.34110820293426514,0.954620361328125,1.0,-0.5727552771568298,-0.3431488275527954,0.9552884101867676,0.9998507499694824,-0.5504822134971619,-0.34536659717559814,0.9573536515235901,1.0,-0.7393512725830078,-0.35265862941741943,0.5855661630630493,0.9995964169502258,-0.5329280495643616,-0.3685564696788788,0.4910680651664734,0.9994761347770691,-0.6853469610214233,-0.39434003829956055,0.8999664783477783,0.9999258518218994,-0.6036466360092163,-0.40114694833755493,0.8688777685165405,0.9995651841163635,-0.9004305005073547,-0.530622661113739,0.2499094158411026,0.9983766078948975,-0.45568352937698364,-0.5257881879806519,0.5648115277290344,0.9983633160591125,-0.9657167196273804,-0.7516990900039673,0.2092769742012024,0.4367576241493225,-0.5116356611251831,-0.6763290166854858,1.262730598449707,0.9839116930961609,-1.002265214920044,-0.9353088140487671,0.4399081766605377,0.11319620162248611,-0.7396056652069092,-0.4607549011707306,1.7723726034164429,0.989813506603241,-1.037744402885437,-0.9922783374786377,0.44952622056007385,0.052769459784030914,-0.802934467792511,-0.41110676527023315,1.9394505023956299,0.9508936405181885,-1.0195997953414917,-0.9927442669868469,0.5608192086219788,0.065371073782444,-0.8009399175643921,-0.39240333437919617,1.8606922626495361,0.9456354379653931
-0.6357820630073547,-0.36190065741539,0.8332740664482117,1.0,-0.660041093826294,-0.3355911672115326,0.7459849715232849,1.0,-0.6824586987495422,-0.33427780866622925,0.7459792494773865,0.9997840523719788,-0.7053854465484619,-0.3328908085823059,0.746074378490448,1.0,-0.5987005829811096,-0.340322881937027,0.7522931098937988,1.0,-0.5761147141456604,-0.34213894605636597,0.7528449892997742,0.9997383952140808,-0.5534633994102478,-0.3440878689289093,0.7548356652259827,1.0,-0.7402533888816833,-0.3515879213809967,0.3494245111942291,0.9992746710777283,-0.5298594832420349,-0.36537232995033264,0.3294315040111542,0.9988227486610413,-0.6890395879745483,-0.39412713050842285,0.6861727833747864,0.9999040365219116,-0.6067133545875549,-0.4001258313655853,0.6765316128730774,0.999450147151947,-0.8935285210609436,-0.5304130911827087,0.05404745414853096,0.9988975524902344,-0.4421720504760742,-0.5223372578620911,0.4282993972301483,0.9985761642456055,-0.9502421021461487,-0.7589588761329651,0.015026782639324665,0.74786376953125,-0.4996296763420105,-0.6823250651359558,1.0857185125350952,0.9947760105133057,-1.0012778043746948,-0.942531943321228,0.2896822690963745,0.45945870876312256,-0.7432286739349365,-0.4694230258464813,1.5329804420471191,0.9966939687728882,-1.0416713953018188,-1.0007927417755127,0.31694653630256653,0.26165956258773804,-0.8090531229972839,-0.42353954911231995,1.694533348083496,0.984193742275238,-1.0197263956069946,-0.9991291165351868,0.4193941354751587,0.3009166717529297,-0.807147204875946,-0.4008653461933136,1.6233371496200562,0.982275128364563
-0.6368522644042969,-0.3646610975265503,0.7768151164054871,1.0,-0.66068434715271,-0.33591559529304504,0.7051097750663757,1.0,-0.6830613017082214,-0.3349168002605438,0.7050764560699463,0.9996237754821777,-0.7059399485588074,-0.3337204158306122,0.7053404450416565,1.0,-0.5992777943611145,-0.3404533863067627,0.7040249705314636,1.0,-0.5766257643699646,-0.3425240218639374,0.704759955406189,0.9996249675750732,-0.5539140105247498,-0.3447732627391815,0.7068884372711182,1.0,-0.741339921951294,-0.35230889916419983,0.33662593364715576,0.9988604784011841,-0.5311309695243835,-0.3677001893520355,0.28421106934547424,0.9986363053321838,-0.6899734735488892,-0.39537474513053894,0.6364593505859375,0.9998804330825806,-0.6077972054481506,-0.40136009454727173,0.6178361177444458,0.9992960691452026,-0.8953534960746765,-0.5247487425804138,0.050127092748880386,0.9979294538497925,-0.44461020827293396,-0.5166049003601074,0.36935725808143616,0.997810423374176,-0.9450697302818298,-0.7582432627677917,0.034502167254686356,0.5673608183860779,-0.4997287690639496,-0.6818369626998901,1.0385915040969849,0.9875404238700867,-0.9966610074043274,-0.9443784952163696,0.2700050473213196,0.26151663064956665,-0.7441568970680237,-0.4716980457305908,1.507866621017456,0.9933807849884033,-1.0376943349838257,-1.0022549629211426,0.2897520363330841,0.14580948650836945,-0.8095980882644653,-0.42538630962371826,1.661407470703125,0.9769183993339539,-1.017940878868103,-1.0008167028427124,0.3930056393146515,0.18426372110843658,-0.8085628747940063,-0.4010104537010193,1.586044192314148,0.9761930108070374
-0.6348010897636414,-0.3607812225818634,0.7170741558074951,1.0,-0.6567623019218445,-0.3332556188106537,0.640998125076294,1.0,-0.6787058115005493,-0.3318122327327728,0.6410099864006042,0.9986224174499512,-0.7011372447013855,-0.33025628328323364,0.6413443684577942,1.0,-0.5956700444221497,-0.33833906054496765,0.6416887640953064,1.0,-0.573167622089386,-0.3402921259403229,0.6424562931060791,0.9987095594406128,-0.5506382584571838,-0.34238049387931824,0.6445794105529785,1.0,-0.7349852919578552,-0.347217321395874,0.2786208391189575,0.9959191679954529,-0.527519702911377,-0.36301323771476746,0.23343414068222046,0.9970210194587708,-0.6862969398498535,-0.3916167914867401,0.5812844038009644,0.9996758699417114,-0.6053023338317871,-0.39811795949935913,0.5645704865455627,0.9986525774002075,-0.8964775204658508,-0.5240530371665955,0.017345832660794258,0.9961554408073425,-0.4380817413330078,-0.5177361369132996,0.3085557222366333,0.9978499412536621,-0.9476639032363892,-0.759623110294342,-0.012887767516076565,0.6351412534713745,-0.48053714632987976,-0.6864094734191895,0.9154338240623474,0.9901199340820312,-1.0034561157226562,-0.9431692957878113,0.2257000356912613,0.2903985381126404,-0.7334575057029724,-0.47260838747024536,1.3722772598266602,0.9952547550201416,-1.0437606573104858,-1.0015333890914917,0.2475128024816513,0.1774463802576065,-0.8023459911346436,-0.4254353940486908,1.5222461223602295,0.983787477016449,-1.0254144668579102,-0.9998106360435486,0.3485397398471832,0.22772614657878876,-0.8003659844398499,-0.4012414216995239,1.4580230712890625,0.9833659529685974
-0.6410634517669678,-0.36234718561172485,0.8498230576515198,1.0,-0.6643664836883545,-0.3352143168449402,0.7530319094657898,1.0,-0.6868454813957214,-0.33382946252822876,0.7529858946800232,0.9998825788497925,-0.709831714630127,-0.332349568605423,0.7530773878097534,1.0,-0.6019175052642822,-0.3400602340698242,0.7575017809867859,1.0,-0.5790015459060669,-0.3418597877025604,0.7581470608711243,0.9998692274093628,-0.5560401678085327,-0.34379369020462036,0.7601761817932129,1.0,-0.7443811893463135,-0.34895843267440796,0.30972564220428467,0.9993938207626343,-0.5327951312065125,-0.36340320110321045,0.28582465648651123,0.9994744658470154,-0.6927163004875183,-0.3941505253314972,0.6882022023200989,0.9999159574508667,-0.6103640198707581,-0.4002588093280792,0.6764647960662842,0.9995266199111938,-0.9003743529319763,-0.5303599834442139,-0.00897563248872757,0.9978398084640503,-0.4348875880241394,-0.5200428366661072,0.4001334309577942,0.9986892342567444,-0.946132481098175,-0.7673027515411377,-0.06078333407640457,0.40786150097846985,-0.4761064946651459,-0.6892249584197998,1.10813570022583,0.9873721599578857,-1.0062044858932495,-0.9473802447319031,0.2508370280265808,0.18248482048511505,-0.7304449677467346,-0.473251074552536,1.6337265968322754,0.9963701963424683,-1.0491806268692017,-1.0071755647659302,0.2765771150588989,0.11030007898807526,-0.7950800061225891,-0.4262620210647583,1.8059604167938232,0.9853401780128479,-1.0302540063858032,-1.0061174631118774,0.3914317786693573,0.14472347497940063,-0.8008592128753662,-0.4028526246547699,1.7344615459442139,0.9840577244758606
-0.6453151702880859,-0.36299389600753784,0.7725273370742798,1.0,-0.6681991815567017,-0.3349204957485199,0.688957929611206,1.0,-0.6908225417137146,-0.3333887755870819,0.6889181733131409,0.9996795654296875,-0.7139606475830078,-0.3317733705043793,0.6890933513641357,1.0,-0.6049481630325317,-0.34003010392189026,0.6950645446777344,1.0,-0.5815472602844238,-0.3418574333190918,0.6958791613578796,0.9997461438179016,-0.5581103563308716,-0.3438096046447754,0.6981874108314514,1.0,-0.7472580075263977,-0.34856751561164856,0.29275450110435486,0.9991227984428406,-0.5323901772499084,-0.36379510164260864,0.2720153331756592,0.9992799162864685,-0.6966522932052612,-0.3950306475162506,0.6247199773788452,0.9998993873596191,-0.6130497455596924,-0.40145522356033325,0.6147807836532593,0.9995343685150146,-0.9059163928031921,-0.5300672054290771,0.019556282088160515,0.9977372884750366,-0.43300220370292664,-0.5228807330131531,0.36247989535331726,0.9985766410827637,-0.959652304649353,-0.7686960697174072,-0.019427722319960594,0.6230897903442383,-0.4705183506011963,-0.6938759684562683,1.0428451299667358,0.9882559180259705,-1.0138434171676636,-0.956237256526947,0.23096786439418793,0.2741156816482544,-0.7086082696914673,-0.4750436246395111,1.5442734956741333,0.9946659803390503,-1.056051254272461,-1.0163747072219849,0.2498822659254074,0.16001971065998077,-0.7722363471984863,-0.42681795358657837,1.6986607313156128,0.9821387529373169,-1.0360392332077026,-1.016210675239563,0.3538826107978821,0.20482751727104187,-0.7719103097915649,-0.40279558300971985,1.6351237297058105,0.981340765953064
-0.6466826796531677,-0.36564651131629944,0.794739305973053,1.0,-0.6707278490066528,-0.33657628297805786,0.7179140448570251,1.0,-0.6937702894210815,-0.33496519923210144,0.7178247570991516,0.9992489218711853,-0.7173378467559814,-0.33327624201774597,0.7179385423660278,1.0,-0.6065607070922852,-0.3417530357837677,0.7184673547744751,1.0,-0.5828542709350586,-0.34353432059288025,0.7194806933403015,0.9996163845062256,-0.559100329875946,-0.345438152551651,0.7220897078514099,1.0,-0.7524687051773071,-0.3496481478214264,0.32811233401298523,0.9975438714027405,-0.5341290831565857,-0.3647839426994324,0.2851356565952301,0.9991375207901001,-0.6987277269363403,-0.3977613151073456,0.6475428938865662,0.9998003840446472,-0.6140003204345703,-0.4042465388774872,0.6305789351463318,0.9992614388465881,-0.9141616821289062,-0.5317639708518982,0.048706281930208206,0.99440598487854,-0.433580219745636,-0.5250555276870728,0.36106353998184204,0.9984708428382874,-0.9657491445541382,-0.7742709517478943,0.003485781839117408,0.511518120765686,-0.46360424160957336,-0.6998655200004578,1.0535603761672974,0.9852865934371948,-1.0137616395950317,-0.9653893709182739,0.22768628597259521,0.18185660243034363,-0.6902886033058167,-0.4780191481113434,1.5753698348999023,0.9940286874771118,-1.0535427331924438,-1.0257312059402466,0.24128872156143188,0.10940641164779663,-0.7514839172363281,-0.42848920822143555,1.7328307628631592,0.9812553524971008,-1.0346190929412842,-1.0257542133331299,0.3454850912094116,0.14661389589309692,-0.7484077215194702,-0.40516355633735657,1.668995976448059,0.9806910753250122
-0.6383808851242065,-0.3679438829421997,0.816196084022522,1.0,-0.666215181350708,-0.33829012513160706,0.719206690788269,1.0,-0.6899417638778687,-0.33672064542770386,0.7195082902908325,0.9989180564880371,-0.714199960231781,-0.3350713849067688,0.7196266651153564,1.0,-0.6015386581420898,-0.3430924713611603,0.7380881309509277,1.0,-0.5778124332427979,-0.3445986211299896,0.7388161420822144,0.9995055198669434,-0.5540267825126648,-0.34620457887649536,0.7411060929298401,1.0,-0.7527078986167908,-0.3509029746055603,0.41378241777420044,0.9972971081733704,-0.5327491164207458,-0.3640422224998474,0.29140979051589966,0.9991011619567871,-0.6917152404785156,-0.4003429710865021,0.6669331192970276,0.9997363686561584,-0.6066828966140747,-0.40647628903388977,0.6518352031707764,0.9991121888160706,-0.9159529209136963,-0.5260633826255798,0.13496336340904236,0.995071530342102,-0.43066760897636414,-0.5229883790016174,0.371738463640213,0.998141884803772,-0.969118058681488,-0.770309329032898,0.09020624309778214,0.5282675623893738,-0.45437389612197876,-0.7038872838020325,1.0577439069747925,0.9690848588943481,-1.0178300142288208,-0.9711059331893921,0.24642576277256012,0.17857766151428223,-0.6746460199356079,-0.48222675919532776,1.5809804201126099,0.9846770167350769,-1.0587424039840698,-1.0317127704620361,0.2479320913553238,0.0979011282324791,-0.7364502549171448,-0.4321647584438324,1.7384438514709473,0.956529974937439,-1.039821982383728,-1.0316965579986572,0.35216382145881653,0.1308661699295044,-0.7270309925079346,-0.4082132577896118,1.6688644886016846,0.956813395023346
-0.6421107649803162,-0.3680640459060669,0.9853427410125732,1.0,-0.6681538224220276,-0.33759331703186035,0.9121705889701843,1.0,-0.691312849521637,-0.33596161007881165,0.9120210409164429,0.9998633861541748,-0.7149919271469116,-0.33424657583236694,0.9119798541069031,1.0,-0.6040675640106201,-0.34245625138282776,0.9127784967422485,1.0,-0.5804369449615479,-0.3439280688762665,0.9137884378433228,0.9999388456344604,-0.5567302703857422,-0.3455207049846649,0.9162169694900513,1.0,-0.7510709166526794,-0.34981903433799744,0.524962842464447,0.9996798038482666,-0.5341169834136963,-0.36356204748153687,0.45822539925575256,0.9998672008514404,-0.6934618353843689,-0.39988911151885986,0.8315402269363403,0.9999470710754395,-0.6099998950958252,-0.4059937000274658,0.8115089535713196,0.9997743964195251,-0.9125061631202698,-0.5247269868850708,0.1893567442893982,0.9978837370872498,-0.4298592805862427,-0.522706925868988,0.48232218623161316,0.999285876750946,-0.9665976166725159,-0.7684513330459595,0.14448121190071106,0.661981463432312,-0.44602274894714355,-0.707130491733551,1.254212498664856,0.9875139594078064,-1.0170451402664185,-0.9728697538375854,0.3351607024669647,0.2572665512561798,-0.6582867503166199,-0.48590245842933655,1.8592966794967651,0.9941896200180054,-1.0585271120071411,-1.0323188304901123,0.32809683680534363,0.12741386890411377,-0.7149102687835693,-0.4341337978839874,2.029982328414917,0.9778843522071838,-1.041988730430603,-1.0344123840332031,0.44680941104888916,0.16632546484470367,-0.7089442610740662,-0.41025835275650024,1.9527853727340698,0.9771907329559326
-0.6445140838623047,-0.3683568239212036,1.0969924926757812,1.0,-0.6688451170921326,-0.3376636207103729,1.0292980670928955,1.0,-0.6918467879295349,-0.33620935678482056,1.0291179418563843,0.9999020099639893,-0.715375542640686,-0.3346507251262665,1.0290175676345825,1.0,-0.6050746440887451,-0.3418531119823456,1.0271930694580078,1.0,-0.5816320180892944,-0.3429812490940094,1.028297781944275,0.9999653100967407,-0.5581209063529968,-0.34420347213745117,1.0307683944702148,1.0,-0.752198338508606,-0.3504440486431122,0.6206904053688049,0.9997743964195251,-0.5356053709983826,-0.361703097820282,0.566558301448822,0.9999213218688965,-0.6956343650817871,-0.4003559350967407,0.938293993473053,0.9999533891677856,-0.6120911836624146,-0.40586328506469727,0.9188210368156433,0.9998315572738647,-0.9078041315078735,-0.5228074789047241,0.2698478102684021,0.997832715511322,-0.4269113838672638,-0.5218751430511475,0.5588521957397461,0.9991183876991272,-0.964292049407959,-0.7661471962928772,0.1998080462217331,0.7251725792884827,-0.4456455111503601,-0.7071722745895386,1.3293519020080566,0.9851332902908325,-1.0185866355895996,-0.9742869734764099,0.3846091032028198,0.3254997730255127,-0.641653835773468,-0.4859786629676819,1.9426649808883667,0.9938609600067139,-1.0612132549285889,-1.0340698957443237,0.37654781341552734,0.15546201169490814,-0.6948016285896301,-0.43532562255859375,2.117111921310425,0.9791314601898193,-1.0455918312072754,-1.0348433256149292,0.5038959980010986,0.20409847795963287,-0.6849579811096191,-0.41112685203552246,2.0436737537384033,0.9789941310882568
